gene_name	gene_id	#TX	#CAP_exons	#CAP_bases	#GC_exons	#GC_bases	%bases_ovl	%UTR_bases_ovl	%exon_bases_ovl
CAMTA2	ENSG00000108509.19	16	24	4158	23	5999	0.6492748791465244	0.17153846153846153	0.7814428601830177
INCA1	ENSG00000196388.7	4	6	1130	6	1553	0.4842240824211204	0.05207100591715976	1.0
KIF1C	ENSG00000129250.10	4	21	3770	23	8580	0.3878787878787879	0.0036606373815676143	0.8412093495934959
SLC52A1	ENSG00000132517.13	5	4	1367	2	3934	0.08693441789527198	0.06985871271585557	0.11976911976911978
ZFP3	ENSG00000180787.5	1	1	1514	1	5206	0.2908182865923934	0.002162162162162162	1.0
ZNF232	ENSG00000167840.12	8	4	874	4	2794	0.3235504652827487	0.4478856462179869	0.13632286995515694
USP6	ENSG00000129204.15	6	31	4964	29	11270	0.39822537710736466	0.033912462412295355	0.8103252647503782
ZNF594	ENSG00000180626.9	3	1	3365	1	5314	0.63323296951449	0.32630487383339096	1.0
SCIMP	ENSG00000161929.13	4	6	837	6	4208	0.14068441064638784	0.013638843426077468	1.0
RABEP1	ENSG00000029725.15	7	19	3194	21	6531	0.44281120808451996	0.041935483870967745	0.8050131157097056
NUP88	ENSG00000108559.10	13	19	2966	17	5294	0.5198337740838685	0.02032176121930567	0.6632628251884269
RPAIN	ENSG00000129197.13	17	9	1110	4	7430	0.059892328398384924	0.08508287292817679	0.06881226053639847
C1QBP	ENSG00000108561.7	7	7	1015	5	2335	0.3700214132762313	0.16204379562043797	0.45636363636363636
DHX33	ENSG00000005100.11	5	12	2061	11	5872	0.3927111716621253	0.12858269787010254	0.8782020299661673
DERL2	ENSG00000072849.9	13	7	880	6	6386	0.1122768556216724	0.03007718924673942	0.2297451502472423
MIS12	ENSG00000167842.14	6	1	623	2	3157	0.1973392461197339	0.0032948929159802307	0.8436213991769548
NLRP1	ENSG00000091592.14	17	20	5021	19	12808	0.3910056214865709	0.13548136645962733	0.45533620015637216
WSCD1	ENSG00000179314.12	13	8	1451	11	9082	0.19224840343536667	0.06394439617723718	0.41418695521490834
AIPL1	ENSG00000129221.13	12	6	1786	6	3985	0.30890840652446677	0.5368421052631579	0.3033419023136247
FAM64A	ENSG00000129195.14	9	5	701	5	2823	0.2692171448813319	0.03986135181975736	0.6327838827838828
PITPNM3	ENSG00000091622.14	5	20	5113	22	10609	0.2966349326043925	0.03821656050955414	0.49091809775429324
KIAA0753	ENSG00000198920.8	11	18	3140	18	6299	0.46277186855056357	0.039038101186758274	0.9008718114304165
TXNDC17	ENSG00000129235.9	10	5	202	1	3784	0.03964059196617336	0.08365200764818356	0.019169329073482427
MED31	ENSG00000108590.9	4	4	502	3	2103	0.17213504517356157	0.14941022280471822	0.2322357019064125
C17orf100	ENSG00000279257.1	1	1	498	1	357	1.0	1.0	1.0
SLC13A5	ENSG00000141485.14	12	12	1977	10	8982	0.21120017813404587	0.06947261663286004	0.31230821684282306
XAF1	ENSG00000132530.15	19	9	1220	9	6615	0.18412698412698414	0.07519472738166567	0.3407335907335907
FBXO39	ENSG00000177294.6	3	3	1344	4	2918	0.457162440027416	0.005044136191677175	0.9954954954954955
TEKT1	ENSG00000167858.11	5	7	1120	7	3847	0.32882765791525864	0.08307332293291732	0.8199532346063912
ALOX12	ENSG00000108839.10	3	14	2197	14	2616	0.7763761467889908	0.10569105691056911	0.8865153538050734
RNASEK	ENSG00000219200.9	11	4	101	1	1789	0.19843487982112912	0.5121042830540037	0.14666666666666667
RNASEK-C17orf49	ENSG00000161939.17	4	9	1263	7	1947	0.430919363122753	0.23255813953488372	0.4207893274041134
C17orf49	ENSG00000258315.4	9	6	805	3	2628	0.14573820395738205	0.28525641025641024	0.1005
BCL6B	ENSG00000161940.9	6	9	1581	8	4373	0.3128287217013492	0.018525115781973637	0.8403575989782887
SLC16A13	ENSG00000174327.6	2	4	1301	3	2087	0.5481552467656924	0.01702127659574468	0.7025355596784169
SLC16A11	ENSG00000174326.10	4	4	1476	3	2041	0.5619794218520333	0.17316017316017315	0.7226092463584547
CLEC10A	ENSG00000132514.12	6	8	941	6	2469	0.3066018631024706	0.156412157153447	0.78125
ASGR2	ENSG00000161944.15	6	8	1046	10	2490	0.4036144578313253	0.006944444444444444	0.7451420029895366
ASGR1	ENSG00000141505.10	9	8	574	5	3748	0.1664887940234792	0.20673076923076922	0.4805914972273567
DLG4	ENSG00000132535.17	10	24	3380	22	5746	0.45544726766446225	0.10008481764206956	0.7027744982290437
ACADVL	ENSG00000072778.18	39	8	3929	7	4865	0.6174717368961973	0.8588640275387264	0.4707105719237435
DVL2	ENSG00000004975.10	15	15	2607	10	5350	0.3355140186915888	0.028017241379310345	0.40004522840343737
PHF23	ENSG00000040633.11	13	6	1146	5	2783	0.4825727632051743	0.20024721878862795	0.8746781115879828
GABARAP	ENSG00000170296.8	6	4	225	2	2266	0.13062665489849956	0.08676684440135725	0.9852216748768473
CTD-2545G14.7	ENSG00000262526.2	1	4	161	2	776	0.4729381443298969	0.4072463768115942	0.9883720930232558
CTDNEP1	ENSG00000175826.10	12	9	934	8	2584	0.3173374613003096	0.05956813104988831	0.5959677419354839
RP1-4G17.5	ENSG00000262302.1	1	4	329	2	489	0.9100204498977505	0.8166666666666667	1.0
ELP5	ENSG00000170291.13	15	8	868	5	2768	0.3645231213872832	0.14195583596214512	0.8533487297921478
CLDN7	ENSG00000181885.17	8	4	439	4	2492	0.25802568218298555	0.07567229518449031	0.4462686567164179
SLC2A4	ENSG00000181856.13	5	11	2535	11	4046	0.4639149777558082	0.16929588303193535	0.9930891499654457
YBX2	ENSG00000006047.11	7	8	1048	5	4618	0.18276310090948464	0.18674698795180722	0.9283707865168539
EIF5A	ENSG00000132507.16	11	6	1124	5	2815	0.3872113676731794	0.08350586611456176	0.719619326500732
GPS2	ENSG00000132522.14	16	12	1159	3	3089	0.11330527678860472	0.22397769516728624	0.110337972166998
RP11-542C16.2	ENSG00000261915.5	2	18	1265	9	2571	0.7674056787242318	0.7339719970523213	0.8047775947281713
NEURL4	ENSG00000215041.8	14	29	5026	23	6170	0.6782820097244733	0.2765685019206146	0.7365002783447764
ACAP1	ENSG00000072818.10	12	22	2581	13	7421	0.16547635089610566	0.14113597246127366	0.1675438596491228
KCTD11	ENSG00000213859.4	2	1	704	1	3056	0.23036649214659685	0.003833253473885961	1.0
TMEM95	ENSG00000182896.11	3	7	834	7	1224	0.5449346405228758	0.17113095238095238	1.0
TNK1	ENSG00000174292.11	8	12	1810	8	3860	0.3401554404145078	0.00357653791130186	0.5957740009186955
TMEM256-PLSCR3	ENSG00000187838.15	14	6	1349	4	2834	0.2974594213126323	0.09140893470790377	0.5540246555474981
C17orf61-PLSCR3	ENSG00000262481.4	4	9	303	4	2557	0.45482987876417674	0.41011474713132173	0.9705882352941176
TMEM256	ENSG00000205544.3	3	4	303	3	707	0.4314002828854314	0.3684210526315789	0.6244131455399061
NLGN2	ENSG00000169992.8	4	7	3243	7	5550	0.4704504504504505	0.034811165845648605	1.0
SPEM1	ENSG00000181323.7	1	3	1031	3	982	0.9521384928716904	0.14545454545454545	1.0
C17orf74	ENSG00000184560.6	2	3	1559	3	1651	0.9152029073288915	0.8507462686567164	1.0
TMEM102	ENSG00000181284.2	2	2	1537	2	2129	0.7195866604039455	0.013223140495867768	1.0
FGF11	ENSG00000161958.9	6	5	752	5	5565	0.1302785265049416	0.011715797430083144	0.23775265501884207
CHRNB1	ENSG00000170175.9	8	9	2628	8	4329	0.32755832755832753	0.11986588432523052	0.3734068205304857
ZBTB4	ENSG00000174282.10	2	2	3052	2	6026	0.5056422170594093	0.002678272514228323	1.0
SLC35G6	ENSG00000259224.2	1	2	1117	2	1697	0.6287566293459045	0.07759882869692533	1.0
POLR2A	ENSG00000181222.13	10	29	6194	28	8357	0.7003709465119062	0.011100832562442183	0.8027762506871907
TNFSF12	ENSG00000239697.9	4	8	820	8	1879	0.46194784459819055	0.2482213438735178	0.9022801302931596
TNFSF12-TNFSF13	ENSG00000248871.1	1	12	1355	11	1816	0.5611233480176211	0.035108958837772396	1.0
TNFSF13	ENSG00000161955.15	9	7	899	6	2276	0.3330404217926186	0.020012911555842477	1.0
SENP3	ENSG00000161956.11	10	10	2149	8	3668	0.4792802617230098	0.09611451942740286	0.6199179410667661
SENP3-EIF4A1	ENSG00000277957.1	1	20	2149	11	3519	0.7880079568059107	0.6645602948920485	0.932716049382716
EIF4A1	ENSG00000161960.13	37	13	2011	5	5316	0.09048156508653123	0.2437745740498034	0.06479244454206018
CD68	ENSG00000129226.12	4	6	1086	5	2189	0.46550936500685247	0.18262987012987014	0.9749216300940439
MPDU1	ENSG00000129255.13	30	8	1401	4	3285	0.4867579908675799	0.6143451143451143	0.4419475655430712
SOX15	ENSG00000129194.6	3	3	899	2	1541	0.3737832576249189	0.04994054696789536	1.0
FXR2	ENSG00000129245.10	7	17	2411	17	4331	0.4689448164396213	0.07961783439490445	0.5771614045441134
SHBG	ENSG00000129214.13	21	10	1882	6	1972	0.7165314401622718	0.9448979591836735	0.6410256410256411
SAT2	ENSG00000141504.10	14	6	0	1	1643	0.10529519172245892	0.7404063205417607	0.0
ATP1B2	ENSG00000129244.7	3	7	999	9	3276	0.2838827838827839	0.02544529262086514	0.9477124183006536
TP53	ENSG00000141510.14	27	12	2056	10	3936	0.42886178861788615	0.2311265969802555	0.8063562453806357
WRAP53	ENSG00000141499.15	10	10	2551	6	5087	0.30587772754079023	0.11279826464208242	0.5350537634408602
EFNB3	ENSG00000108947.4	1	5	1272	5	3222	0.35226567349472376	0.0522252497729337	1.0
DNAH2	ENSG00000183914.13	6	88	14823	85	17231	0.7969357553247055	0.011184544992374174	0.898191823899371
KDM6B	ENSG00000132510.9	6	9	6540	21	7258	0.6730504271149077	0.03539292141571686	0.8631729565372921
TMEM88	ENSG00000167874.6	2	2	490	2	875	0.5542857142857143	0.020100502512562814	1.0
NAA38	ENSG00000183011.12	7	5	1060	6	1943	0.41739577972207925	0.05032822757111598	0.7434402332361516
CYB5D1	ENSG00000182224.10	6	4	325	1	3980	0.1	0.1505257332595462	0.09523809523809523
CHD3	ENSG00000170004.15	17	41	6799	39	9758	0.6544373847099816	0.19960212201591512	0.7374863652890559
AC104581.1	ENSG00000281523.1	1	0	0	2	48	0.0		0.0
KCNAB3	ENSG00000170049.8	6	14	826	5	4580	0.2334061135371179	0.27191366148986573	0.44552845528455287
RP11-1099M24.7	ENSG00000262730.1	1	6	174	1	348	0.896551724137931	0.8922155688622755	1.0
TRAPPC1	ENSG00000170043.10	7	4	349	3	1171	0.4252775405636208	0.2543859649122807	0.6652977412731006
CNTROB	ENSG00000170037.12	15	19	2657	16	6234	0.4051973051010587	0.19939446366782007	0.5265170831208567
GUCY2D	ENSG00000132518.6	2	14	5115	18	4040	0.8475247524752475	0.09254498714652956	0.9262478968031408
ALOX15B	ENSG00000179593.14	5	14	2155	13	3028	0.6489431968295905	0.05485232067510549	0.8312473025463962
ALOX12B	ENSG00000179477.8	4	15	3941	15	2656	0.8509036144578314	0.2656641604010025	0.9543642002658396
ALOXE3	ENSG00000179148.8	4	14	4173	16	3760	0.7343085106382978	0.05218216318785579	1.0
HES7	ENSG00000179111.7	3	4	971	4	1868	0.4031049250535332	0.08735440931780367	0.972972972972973
PER1	ENSG00000179094.12	19	23	4122	18	7002	0.5492716366752356	0.25920471281296026	0.6190644932671864
RP11-599B13.6	ENSG00000263620.1	1	4	678	5	460	0.8326086956521739	0.5104166666666666	0.9175824175824175
VAMP2	ENSG00000220205.7	4	5	517	4	3268	0.13310893512851898	0.05029079712624016	1.0
TMEM107	ENSG00000179029.13	9	6	612	1	3163	0.04331331014859311	0.05412772585669782	0.3126050420168067
C17orf59	ENSG00000196544.7	1	1	1091	1	2575	0.4236893203883495	0.013297872340425532	1.0
AC129492.1	ENSG00000279152.1	1	1	1091	1	756	0.83994708994709	0.6610644257703081	1.0
AURKB	ENSG00000178999.11	14	8	1443	8	2241	0.48460508701472554	0.5572232645403377	0.46194379391100704
CTC1	ENSG00000178971.12	13	23	3789	19	8367	0.3841281223855623	0.04305674365554605	0.6302469135802469
PFAS	ENSG00000178921.12	12	26	4463	25	6471	0.5864626796476587	0.2650103519668737	0.7778599605522682
SLC25A35	ENSG00000125434.9	7	8	1205	6	3897	0.36566589684372597	0.1374738311235171	1.0
RANGRF	ENSG00000108961.12	6	3	862	2	1577	0.2339885859226379	0.2106537530266344	0.4207723035952064
ARHGEF15	ENSG00000198844.9	8	15	1671	13	5294	0.4297317718171515	0.013238770685579196	0.9373116335141651
ODF4	ENSG00000184650.8	2	3	789	3	1156	0.6738754325259516	0.02077922077922078	1.0
KRBA2	ENSG00000184619.3	2	2	1489	2	2794	0.5311381531853973	0.02092675635276532	1.0
RP11-849F2.7	ENSG00000263809.1	1	4	369	3	3087	0.5814706835114999	0.5372378886478669	0.9626168224299065
RPL26	ENSG00000161970.11	13	3	503	4	2472	0.2034789644012945	0.08470290771175727	0.41460674157303373
RNF222	ENSG00000189051.5	2	1	676	1	3070	0.2201954397394137	0.006639004149377593	1.0
NDEL1	ENSG00000166579.14	19	12	1415	15	7955	0.16455059710873665	0.07908545727136432	0.42078825347758886
MYH10	ENSG00000133026.11	11	42	6686	42	9011	0.6756186882698924	0.004407713498622589	0.8449138410227904
CCDC42	ENSG00000161973.9	3	7	1069	7	1757	0.5828116107000569	0.09394313967861558	1.0
SPDYE4	ENSG00000183318.10	3	6	766	5	1063	0.7469426152398871	0.3399503722084367	0.9954545454545455
MFSD6L	ENSG00000185156.5	1	1	1766	1	2188	0.8071297989031079	0.018604651162790697	1.0
PIK3R6	ENSG00000276231.3	4	20	2595	18	3564	0.7039842873176206	0.3060240963855422	0.9176369124622682
PIK3R5	ENSG00000141506.12	20	18	2455	18	7506	0.32760458300026646	0.1290883785664579	0.4751727115716753
NTN1	ENSG00000065320.7	2	7	2186	7	6383	0.3161522794924017	0.004106776180698152	1.0
STX8	ENSG00000170310.13	12	8	660	11	3779	0.20534532945223605	0.21428571428571427	0.20341165111039589
CFAP52	ENSG00000166596.13	10	15	1778	15	3078	0.6455490578297596	0.3690773067331671	0.7429701230228472
USP43	ENSG00000154914.15	6	14	3544	16	5068	0.6892265193370166	0.02	0.8146672914714151
DHRS7C	ENSG00000184544.10	3	6	957	6	1006	0.9353876739562624	0.07142857142857142	1.0
RP11-477N12.3	ENSG00000214978.7	1	5	850	5	882	0.8968253968253969	0.0	0.8998862343572241
GLP2R	ENSG00000065325.11	4	15	1920	14	6052	0.29180436219431594	0.02373887240356083	0.9946140035906643
RCVRN	ENSG00000109047.7	2	3	618	3	2921	0.20883259157822665	0.003605227579990987	0.8575498575498576
GAS7	ENSG00000007237.17	19	16	1738	17	10100	0.1615841584158416	0.01376784135404825	0.6823869104908566
MYH13	ENSG00000006788.11	3	39	6151	39	6349	0.923137501968814	0.08785046728971962	1.0
MYH8	ENSG00000133020.4	1	24	9532	38	6041	0.9759973514318822	0.3695652173913043	1.0
MYH4	ENSG00000264424.1	1	38	6181	38	6016	0.968251329787234	0.04020100502512563	1.0
MYH1	ENSG00000109061.9	1	38	6304	38	6024	0.9719455511288181	0.18357487922705315	1.0
MYH2	ENSG00000125414.17	6	23	9296	38	6623	0.8828325532236146	0.10330578512396695	0.978802781075123
MYH3	ENSG00000109063.13	5	28	9262	38	6684	0.8467983243566727	0.41013824884792627	0.8615836684194247
SCO1	ENSG00000133028.9	5	6	1524	7	10230	0.10400782013685239	0.012171317028361465	0.6298487836949376
ADPRM	ENSG00000170222.11	4	3	172	2	1620	0.6469135802469136	0.5495652173913044	0.27209302325581397
TMEM220	ENSG00000187824.7	6	6	773	8	3508	0.15963511972633979	0.021382751247327157	0.7122507122507122
PIRT	ENSG00000233670.6	1	1	416	1	3810	0.10918635170603674	0.0014710208884966167	1.0
SHISA6	ENSG00000188803.13	4	6	1895	6	8527	0.20886595520112583	0.01532622974748212	1.0
DNAH9	ENSG00000007174.16	15	71	14239	75	16980	0.8064782096584217	0.0140485312899106	0.886985857013105
ZNF18	ENSG00000154957.12	7	6	1698	6	3012	0.549468791500664	0.005860805860805861	1.0
MAP2K4	ENSG00000065559.13	15	13	1599	13	5714	0.24028701435071753	0.058245358572988716	0.4088304684866869
MYOCD	ENSG00000141052.16	5	14	3247	16	8875	0.33780281690140845	0.004956629491945477	0.9206447613143212
ARHGAP44	ENSG00000006740.15	12	22	2663	23	9281	0.28121969615343173	0.13525390625	0.426567481402763
ELAC2	ENSG00000006744.17	21	21	4974	21	6345	0.46587864460204886	0.14771519659936239	0.5273871206513694
HS3ST3A1	ENSG00000153976.2	2	2	1231	2	2628	0.4665144596651446	0.01058574453069866	1.0
COX10	ENSG00000006695.9	4	7	1552	6	3172	0.4703656998738966	0.24663677130044842	1.0
CDRT15	ENSG00000223510.5	2	3	653	3	779	0.7843388960205392	0.4186851211072664	1.0
HS3ST3B1	ENSG00000125430.7	2	2	1183	2	5367	0.21948947270355879	0.0019061234214915416	1.0
PMP22	ENSG00000109099.12	9	5	729	4	2927	0.2726340963443799	0.15759955131800338	0.5560344827586207
TEKT3	ENSG00000125409.11	10	7	1414	7	2609	0.5894978919126102	0.4146772767462423	0.7072297780959198
CDRT4	ENSG00000239704.9	4	3	582	4	3245	0.19907550077041603	0.07442224833529182	0.6589595375722543
TVP23C-CDRT4	ENSG00000259024.5	4	9	673	5	3097	0.412980303519535	0.3099393019726859	1.0
TVP23C	ENSG00000175106.15	10	8	1129	8	5435	0.21398344066237351	0.05246589716684155	0.599626400996264
CDRT1	ENSG00000241322.7	9	12	2211	11	4478	0.6900401965163019	0.5186156266386995	0.8171917541812524
RP11-385D13.1	ENSG00000251537.4	1	16	3701	17	5514	0.5284729778745013	0.02071563088512241	1.0
TRIM16	ENSG00000221926.10	25	8	2007	13	5640	0.350354609929078	0.15162454873646208	0.5790089738587593
ZNF286A	ENSG00000187607.14	26	16	1484	12	9299	0.25207011506613614	0.21641684511063525	0.3910200523103749
TBC1D26	ENSG00000214946.12	12	9	913	6	5370	0.06797020484171322	0.005138339920948616	0.13043478260869565
ADORA2B	ENSG00000170425.3	2	2	1009	2	2551	0.39474715797726384	0.010825439783491205	0.5513245033112583
ZSWIM7	ENSG00000214941.6	18	5	1430	5	2559	0.2360296991012114	0.13476190476190475	0.6650485436893204
TTC19	ENSG00000011295.14	10	9	4240	9	5966	0.31059336238685886	0.7232770745428974	0.4126607989167231
NCOR1	ENSG00000141027.19	27	49	8623	49	15404	0.5126590495975072	0.0558059669456965	0.7279664960446719
PIGL	ENSG00000108474.15	17	8	998	16	6162	0.1160337552742616	0.009887005649717515	0.14826565143824028
CENPV	ENSG00000166582.8	6	5	506	5	2302	0.3814074717636838	0.3438375350140056	0.44279176201373
UBB	ENSG00000170315.12	9	1	0	1	1621	0.42874768661320173	0.008592910848549946	0.0
TRPV2	ENSG00000187688.13	9	15	2482	14	3410	0.7149560117302053	0.17263843648208468	0.8340486409155937
LRRC75A	ENSG00000181350.10	3	5	1448	5	3695	0.38322056833558865	0.14653465346534653	0.9046849757673667
ZNF287	ENSG00000141040.13	6	5	2318	6	3566	0.64385866517106	0.004991680532445923	0.9686971235194586
ZNF624	ENSG00000197566.8	5	5	2662	6	5090	0.5117878192534381	0.004336043360433604	0.8003081664098614
CCDC144A	ENSG00000170160.15	12	20	5365	22	15566	0.30778620069381984	0.06269904458598727	0.42458736482640863
RP11-219A15.1	ENSG00000266302.4	2	17	5243	17	8804	0.4863698318945934	0.001104484205875856	1.0
TNFRSF13B	ENSG00000240505.7	7	6	1511	6	3550	0.26873239436619717	0.1693840579710145	0.3135731807031889
MPRIP	ENSG00000133030.18	20	29	7219	32	18105	0.19701739850869926	0.016499705362404242	0.3562370062370062
PLD6	ENSG00000179598.5	1	2	771	2	2560	0.29921875	0.005543237250554324	1.0
RP11-45M22.4	ENSG00000264187.1	1	6	863	3	1693	0.6018901358535145	0.5213068181818182	1.0
FLCN	ENSG00000154803.11	10	10	2818	13	9786	0.24596362150010218	0.07033639143730887	0.3833013435700576
COPS3	ENSG00000141030.11	18	14	1599	11	2788	0.5294117647058824	0.3545878693623639	0.5818181818181818
NT5M	ENSG00000205309.12	7	5	635	7	1961	0.3911269760326364	0.17015926236378875	0.734375
MED9	ENSG00000141026.5	5	2	481	3	5998	0.07969323107702568	0.10248447204968944	0.07171893147502903
RASD1	ENSG00000108551.4	2	2	856	2	1748	0.4868421052631579	0.31422018348623854	1.0
PEMT	ENSG00000133027.16	13	9	1010	12	1720	0.48953488372093024	0.14017094017094017	0.6696035242290749
RAI1	ENSG00000108557.16	6	6	6287	5	9693	0.6223047560094914	0.032003507233669445	0.6832352299978199
SREBF1	ENSG00000072310.15	23	18	4992	15	8030	0.3627646326276463	0.15263376192451264	0.5438456949691788
TOM1L2	ENSG00000175662.16	14	16	1943	17	7863	0.22497774386366526	0.01692117210070161	0.5591647331786543
LRRC48	ENSG00000171962.16	18	13	1518	12	7332	0.18521549372613202	0.09457671957671958	0.20652958152958154
ATPAF2	ENSG00000171953.14	13	10	1474	10	5564	0.2713874910136592	0.1581651376146789	0.34959349593495936
GID4	ENSG00000141034.8	5	7	1338	7	5210	0.24203454894433782	0.009528585757271816	1.0
DRG2	ENSG00000108591.8	21	13	1393	12	7411	0.1478882741870193	0.15031503150315031	0.14746031746031746
MYO15A	ENSG00000091536.15	17	58	17247	60	19123	0.5788317732573341	0.15844636251541308	0.6177932689560597
ALKBH5	ENSG00000091542.8	3	5	1220	4	3190	0.3739811912225705	0.013559322033898305	0.8232394366197183
LLGL1	ENSG00000131899.9	3	22	3534	19	6638	0.3701416089183489	0.07149489322191271	0.4279805790325481
FLII	ENSG00000177731.14	30	31	4193	22	6465	0.43310131477184843	0.5212858384013901	0.5200398803589232
MIEF2	ENSG00000177427.11	9	4	1721	3	3969	0.327790375409423	0.271280276816609	0.48830409356725146
TOP3A	ENSG00000177302.13	20	19	3145	19	6476	0.47544780728844965	0.08766079085278704	0.6614119259766964
SMCR8	ENSG00000176994.10	1	2	2824	2	8279	0.34050006039376735	0.001463057790782736	1.0
SHMT1	ENSG00000176974.16	11	11	2588	13	7281	0.2642494162889713	0.18201284796573874	0.29262885645667835
EVPLL	ENSG00000214860.4	2	9	1147	10	2156	0.4457328385899815	0.04865771812080537	0.9367219917012448
LGALS9C	ENSG00000171916.15	15	11	1627	10	4754	0.2541018090029449	0.18867924528301888	0.27052631578947367
FAM106A	ENSG00000213077.5	1	1	523	1	2281	0.22928540113985094	0.009019165727170236	1.0
TBC1D28	ENSG00000189375.9	10	8	2226	9	3753	0.18225419664268586	0.0022650056625141564	0.6141304347826086
ZNF286B	ENSG00000249459.7	7	4	1609	5	5884	0.28908905506458193	0.2513518926497096	0.5642857142857143
TRIM16L	ENSG00000108448.19	14	7	1150	5	4329	0.32917532917532916	0.2229518449030644	0.5405701754385965
FBXW10	ENSG00000171931.11	5	13	3388	14	4390	0.7437357630979499	0.22180094786729856	0.9088455772113943
TVP23B	ENSG00000171928.12	10	7	700	5	5862	0.13664278403275332	0.060912052117263846	0.21991404011461319
PRPSAP2	ENSG00000141127.13	29	10	1172	11	4734	0.2788339670468948	0.12119914346895075	0.4322634431012922
SLC5A10	ENSG00000154025.14	6	17	2170	16	6451	0.30351883428925747	0.0029390154298310064	0.5229283990345938
FAM83G	ENSG00000188522.13	4	9	2641	4	7876	0.11985779583544946	0.039858906525573196	0.24161872644316604
GRAP	ENSG00000154016.12	5	5	656	5	3107	0.2291599613775346	0.08322929671244278	0.7272727272727273
GRAPL	ENSG00000189152.9	5	5	490	4	2028	0.3333333333333333	0.21944121071012807	0.964516129032258
EPN2	ENSG00000072134.14	27	11	2163	17	8517	0.24139955383350944	0.0017267429311461256	0.5272914521112255
B9D1	ENSG00000108641.13	15	8	1931	13	3522	0.4034639409426462	0.2954898911353033	0.5342121782799749
MAPK7	ENSG00000166484.18	18	6	2244	3	5196	0.10142417244033872	0.0065040650406504065	0.1449459631277813
MFAP4	ENSG00000166482.10	5	6	1038	5	2152	0.391728624535316	0.07772020725388601	0.7575452716297787
RNF112	ENSG00000128482.14	5	14	2358	14	3652	0.5276560788608982	0.0223342939481268	0.8374558303886925
SLC47A1	ENSG00000142494.12	14	18	2167	19	5719	0.30704668648365097	0.1378055122204888	0.39278187565858796
ALDH3A2	ENSG00000072210.17	26	11	2430	13	6457	0.2984358061019049	0.11271385441127138	0.7708333333333334
SLC47A2	ENSG00000180638.16	10	17	2073	14	6691	0.2832162606486325	0.28463476070528965	0.304639684106614
ALDH3A1	ENSG00000108602.16	17	11	2021	8	3918	0.579122001020929	0.18986486486486487	0.815422477440525
ULK2	ENSG00000083290.18	11	27	4200	32	9843	0.32449456466524434	0.025600999063378083	0.4687452929658081
AKAP10	ENSG00000108599.13	11	15	2290	16	4848	0.4335808580858086	0.0525092936802974	0.737759643916914
SPECC1	ENSG00000128487.15	23	16	3715	19	13676	0.25241298625329045	0.017362200606631104	0.7985419198055893
LGALS9B	ENSG00000170298.14	6	11	1864	11	2670	0.4460674157303371	0.2	0.5722379603399433
CDRT15L2	ENSG00000214819.1	1	2	850	2	1048	0.8091603053435115	0.024390243902439025	1.0
CCDC144NL	ENSG00000205212.3	3	4	830	8	3436	0.2127473806752037	0.03173121791880541	0.5127610208816705
USP22	ENSG00000124422.10	11	14	2048	14	6808	0.29891304347826086	0.07210031347962383	0.5902684563758389
DHRS7B	ENSG00000109016.16	10	8	1115	8	5544	0.18813131313131312	0.17430325932923948	0.19667347534286547
TMEM11	ENSG00000178307.8	6	3	1091	5	3309	0.32819582955575705	0.16326530612244897	0.4681564245810056
NATD1	ENSG00000274180.1	1	3	408	3	4931	0.07037112147637396	0.0017421602787456446	1.0
MAP2K3	ENSG00000034152.17	15	16	1647	13	3783	0.4160719006079831	0.23397260273972603	0.5789200415368639
KCNJ12	ENSG00000184185.8	2	1	1405	1	5617	0.25013352323304255	0.024548402037980546	1.0
C17orf51	ENSG00000212719.9	5	3	823	7	8760	0.08698630136986302	0.01064991807755325	0.4206471494607088
KCNJ18	ENSG00000260458.3	1	0	0	1	2196	0.0	0.0	0.0
UBBP4	ENSG00000263563.4	6	1	676	1	1676	0.4033412887828162	0.27040816326530615	1.0
MTRNR2L1	ENSG00000256618.2	1	1	101	1	1553	0.06503541532517708	0.019581363943281565	1.0
WSB1	ENSG00000109046.13	17	10	1308	9	8602	0.14101371774006044	0.01117798796216681	0.44917168674698793
KSR1	ENSG00000141068.12	19	24	3515	26	11750	0.26153191489361705	0.03994673768308921	0.440936393038657
AC015688.3	ENSG00000266728.4	2	3	221	1	730	0.541095890410959	0.656319290465632	0.3548387096774194
LGALS9	ENSG00000168961.15	16	12	1369	8	5714	0.18848442422121106	0.09811827956989247	0.24641010913268235
NOS2	ENSG00000007171.15	2	26	4033	26	4176	0.83022030651341	0.011157601115760111	1.0
RP1-66C13.4	ENSG00000266202.1	1	3	283	4	582	0.4175257731958763	0.22857142857142856	0.4591194968553459
LYRM9	ENSG00000232859.8	7	6	283	3	5380	0.09033457249070632	0.12245696400625979	0.1585740626920713
NLK	ENSG00000087095.11	6	11	1723	14	5290	0.30434782608695654	0.007962253022707167	0.8335966298051606
TMEM97	ENSG00000109084.12	5	4	546	3	3034	0.17732366512854317	0.04262672811059908	0.9930232558139535
IFT20	ENSG00000109083.12	16	6	682	3	3227	0.11589711806631546	0.17354596622889307	0.13956978489244623
TNFAIP1	ENSG00000109079.8	6	6	1030	6	3889	0.24633581897660067	0.002786485545106235	0.9332023575638507
POLDIP2	ENSG00000004142.10	2	11	1293	11	2121	0.5228665723715229	0.004916420845624385	1.0
TMEM199	ENSG00000244045.9	9	7	738	6	4621	0.14196061458558754	0.04885888781742205	0.3337748344370861
